benchmark	Type	Orig	Prop	Class	logs.Storm.vi-mono	logs.Storm.vi-mono-mecq	logs.Storm.vi-topo	logs.Storm.vi-topo-mecq	logs.Storm.ovi-mono	logs.Storm.ovi-topo	logs.Storm.svi-mono	logs.Storm.svi-topo	logs.Storm.ii-mono	logs.Storm.ii-topo	logs.Storm.rs-topo-mecq-exact	logs.Storm.rs-mono-mecq-exact	logs.Storm.pi-mono-gmres	logs.Storm.pi-mono-gmres-diagprecond	logs.Storm.pi-mono-gmres-noprecond	logs.Storm.pi-mono-gmres-bicgstab	logs.Storm.pi-mono-gmres-qmr	logs.Storm.pi-mono-gmres-topo	logs.Storm.pi-topo-gmres	logs.Storm.pi-topo-gmres-mono	logs.Storm.pi-mono-exactlu	logs.Storm.pi-mono-exactlu-topo	logs.Storm.pi-topo-exactlu	logs.Storm.pi-topo-exactlu-mono	logs.Storm.pi-mono-lu	logs.Storm.pi-topo-lu	logs.Storm.pi-mono-ovi	logs.Storm.pi-topo-ovi	logs.Storm.pi-mono-vi	logs.Storm.pi-topo-vi	logs.Storm.vi2pi-mono-gmres	logs.Storm.vi2pi-mono-exactlu	logs.Storm.vi2pi-topo-gmres	logs.Storm.vi2pi-topo-exactlu	logs.Storm.vi2pi-topo-gmres-mono	logs.Storm.vi2pi-topo-exactlu-mono	logs.Storm.vi2pi-mono-exactlu-topo	logs.Storm.lp-mono-gurobi	logs.Storm.lp-mono-gurobi-4auto	logs.Storm.lp-mono-gurobi-4barrier	logs.Storm.lp-mono-gurobi-4dualsimpl	logs.Storm.lp-mono-gurobi-4primalsimpl	logs.Storm.lp-gurobi-8auto	logs.Storm.lp-gurobi-16auto	logs.Storm.lp-gurobi95-1auto	logs.Storm.lp-gurobi95-4auto	logs.Storm.lp-gurobi95-8auto	logs.Storm.lp-gurobi95-16auto	logs.Storm.lp-mono-gurobi-4autoeq	logs.Storm.lp-mono-gurobi-4autoinit	logs.Storm.lp-mono-gurobi-4autobnds	logs.Storm.lp-mono-gurobi-4autoinitbnds	logs.Storm.lp-topo-gurobi-4auto	logs.Storm.lp-topo-gurobi-4autoeq	logs.Storm.lp-topo-gurobi-4autoinit	logs.Storm.lp-topo-gurobi-4autobnds	logs.Storm.lp-topo-gurobi-4autoinitbnds	logs.Storm.lp-topo-gurobi	logs.Storm.lp-topo-mecq-gurobi	logs.Storm.lp-topo-mecq-gurobi-4auto	logs.Storm.lp-mono-mecq-gurobi-4auto	logs.Storm.vi2lp-topo-gurobi	logs.Storm.vi2lp-mono-gurobi	logs.Storm.vi2lp-topo-gurobi-4auto	logs.Storm.vi2lp-topo-mecq-gurobi-4auto	logs.Storm.vi2lp-mono-gurobi-4auto	logs.Storm.vi2lp-mono-mecq-gurobi-4auto	logs.Storm.lp-mono-soplex-exact	logs.Storm.lp-mono-soplex	logs.Storm.lp-mono-glpk	logs.Storm.lp-mono-z3-exact	logs.Storm.vi2lp-mono-soplex-exact	logs.Storm.lp-topo-soplex-exact	logs.Storm.lp-topo-soplex	logs.Storm.lp-topo-glpk	logs.Storm.lp-topo-z3-exact	logs.Storm.vi2lp-topo-soplex-exact	logs.Storm.vi2lp-topo-mecq-soplex-exact	logs.Storm.vi-mono-bisim-sylvan1	logs.Storm.vi2pi-topo-exactlu-bisim-sylvan1	logs.Storm.vi-mono-bfs	logs.Storm.vi-mono-reversebfs	logs.Storm.vi-mono-rnd	logs.Storm.pi-mono-bfs	logs.Storm.pi-mono-reversebfs	logs.Storm.pi-mono-rnd	logs.Storm.lp-mono-bfs	logs.Storm.lp-mono-reversebfs	logs.Storm.lp-mono-rnd	logs.mcsta.vi	logs.mcsta.ovi	logs.mcsta.svi	logs.mcsta.ii	logs.mcsta.lp-copt-mono	logs.mcsta.lp-copt-topo	logs.mcsta.lp-cplex-mono	logs.mcsta.lp-cplex-topo	logs.mcsta.lp-glop-mono	logs.mcsta.lp-glop-topo	logs.mcsta.lp-gurobi-mono	logs.mcsta.lp-gurobi-topo	logs.mcsta.lp-highs-mono	logs.mcsta.lp-highs-topo	logs.mcsta.lp-lpsolve-mono	logs.mcsta.lp-lpsolve-topo	logs.mcsta.lp-mosek-mono	logs.mcsta.lp-mosek-topo	logs.mcsta.vi-p0	logs.mcsta.vi-p1	logs.mcsta.vi-p01	logs.mcsta.vi-es	logs.mcsta.vi-es-p01	logs.mcsta.vi-mecq	logs.mcsta.ovi-mecq	best
readers-writers.35.exp_time_many_requests	ma	greatspn	E	maqvbs	2.503	1.488	3.679	2.005	2.065	3.564	3.232	3.786	4.23	4.759	724	724	3.331	39.008	38.383	310.105	4.18	3.987	4.047	3.885	724	724	724	724	724	724	1.831	2.817	1.692	2.487	4.386	724	4.584	724	4.49	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	512	724	2.669	10.309	17.487199999999998	4.581	4.477	15.515	724	724	724	2.0	1.8	2.1	15.7	724	724	724	724	724	724	724	724	724	724	724	724	724	724	2.0	2.0	2.2	1.7	2.0	2.1	2.0	1.488
readers-writers.40.exp_time_many_requests	ma	greatspn	E	maqvbs	4.637	2.307	6.749	2.794	2.942	4.796	4.449	7.161	6.964	8.221	724	724	7.167	45.757	56.219	724	9.435	8.61	9.049	7.944	724	724	724	724	724	724	3.197	4.507	2.525	3.302	6.518	724	8.82	724	11.962	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	5.385	15.905	33.7894	8.371	6.422	31.337400000000002	724	724	724	2.7	2.5	3.0	25.6	724	724	724	724	724	724	724	724	724	724	724	724	724	724	3.1	2.8	3.0	2.5	1.9	3.9	2.7	1.9
readers-writers.40.pr_network	ma	greatspn	P	maqvbs	8.689	7.223	7.49	8.227	8.995	7.532	8.372	8.822	7.916	8.181	724	724	9.693	72.037	70.934	241.033	11.337	11.612	16.406	10.361	724	724	724	724	724	724	8.257	9.399	7.458	8.415	11.773	724	11.121	724	10.561	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	16.341	16.021	15.264	16.23	14.802	15.924	724	724	724	724	724	724	724	724	724	724	724	724	724	5.864	13.496	26.830000000000002	11.445	12.415	42.302	724	724	724	3.7	2.5	7.9	6.1	724	724	724	724	724	724	724	724	724	724	724	724	724	724	4.0	9.7	8.7	2.9	8.9	11.0	10.7	2.5
refuel-mdp.80-40.reach_max	mdp	prism	P	mdpgridmec	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	116.917	18.581	18.34	149.52	724	724	724	724	724	724	724	53.488	724	23.661	724	67.045	19.774	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	512	724	724	724	724	724	724	724	724	724	724	724	12.857	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	12.857
resource-gathering.1300-100-100.expsteps	mdp	prism	E	mdpqvbs	2.86	5.863	7.741	7.541	6.841	7.816	7.624	10.529	5.95	9.047	19.683	21.267	173.152	724	724	724	724	724	724	9.218	161.867	198.334	39.448	103.119	724	724	724	724	724	724	21.929	19.656	724	13.28	7.028	19.415	15.289	131.783	147.242	724	140.515	724	156.219	156.452	148.491	155.633	175.202	181.461	166.931	207.033	97.724	49.631	18.49	17.145	17.305	16.905	18.22	16.937	20.671	16.419	144.633	12.307	724	11.909	13.025	44.589	49.407	724	724	724	724	724	83.783	25.092	23.028	211.616	167.602	159.421	512	512	2.094	9.19	12.1844	724	724	724	173.042	162.293	202.8112	9.8	10.0	12.4	17.8	370.9	29.2	160.4	9.3	724	11.3	414.8	11.1	338.9	11.3	724	25.8	336.5	22.8	8.5	8.5	9.8	9.9	8.3	6.7	7.5	2.094
resource-gathering.400-30-30.expsteps	mdp	prism	E	mdpqvbs	1	1	1	1	1	1	1	1	1	1	1.134	1	5.128	44.361	43.967	1.466	724	1.106	724	1	17.091	6.792	3.82	8.922	724	724	724	724	724	724	1	1.454	724	1	1	1.272	1	2.635	3.323	8.557	2.709	136.947	2.69	3.428	2.323	2.927	2.653	2.445	3.289	6.049	6.644	3.927	1.213	1.152	1.286	1	1.195	1.274	1.431	1.152	2.614	1	512	1	1	2.514	2.7	724	512	724	724	388.587	8.134	1.922	1.63	20.593	14.797	14.089	23.733999999999998	22.133000000000003	1	1	1	1.144	724	724	3.226	3.172	3.715	1	1	1	1	6.2	2.6	9.4	1	31.3	1	10.8	1	6.0	1	724	2.1	4.0	1.9	1	1	1	1	1	1	1	1
sensor.4.max_success	mdp	prism	P	mdpmec	1	79.328	3.196	78.483	86.085	79.053	78.966	78.948	78.927	78.879	79.778	81.694	3.356	5.078	6.378	2.403	3.036	2.036	3.315	3.83	5.551	2.837	5.27	9.897	724	3.282	724	3.292	1	3.195	79.398	81.853	81.55	82.505	90.634	82.607	80.69	10.925	6.896	7.872	9.453	6.264	5.592	5.57	9.757	8.563	8.21	7.291	7.806	512	7.443	422.759	5.161	5.29	5.334	5.086	5.012	5.798	93.208	85.405	82.743	6.121	1.519	5.492	87.486	1.395	86.867	724	724	724	724	724	12.471	5.756	5.375	512	13.458	80.112	2.457	2.127	1	1	1	1.574	1	2.4173999999999998	7.656	7.484	11.4512	1	724	1	1	4.3	21.4	17.3	1.8	409.2	1.8	52.5	2.3	14.9	2.0	724	3.5	724	724	1	1	1	1	1	1	1	1
sensor.5.max_success	mdp	prism	P	mdpmec	3.096	724	153.99	724	724	724	724	724	724	724	724	724	18.657	42.134	53.422	724	16.479	30.453	96.617	724	724	25.225	112.074	117.09	724	99.691	724	102.601	5.104	94.315	724	724	724	724	724	724	724	724	724	55.558	724	77.75	76.355	79.219	724	60.99	724	724	724	724	724	724	108.131	106.232	109.4	95.387	98.711	121.587	724	724	724	129.922	9.316	88.207	724	9.083	724	724	724	724	724	724	206.806	132.049	128.665	724	232.574	724	5.802	4.49	3.506	4.366	7.140000000000001	31.15	6.608	33.4662	724	724	724	1	724	724	1.1	31.2	115.1	724	12.6	724	12.4	724	11.8	153.2	12.1	724	724	724	724	1	2.1	1.6	1	1.6	1.6	1.7	1
tireworld.17.goal	mdp	ppddl	P	mdpqvbs	1	1	1	1	1	1	1	1	1	1	1	1.511	1	1	1	1	1	1	724	1	1	1	1	1	1	724	1	724	1	724	1	1	724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.0	1	1	1	1	1	1	1	1	1	1	1
wlan-large.2.E_1	pta	modest	E	ptaqvbs	7.294	6.186	2.664	1.818	10.559	2.638	5.759	3.367	6.926	3.276	74.593	724	130.282	724	724	724	57.39	3.832	2.314	3.428	724	15.195	11.277	12.954	133.119	2.014	724	2.232	53.262	5.788	81.958	724	2.44	13.234	2.496	10.638	14.255	332.134	273.27	213.562	304.522	143.329	152.002	147.216	284.556	317.856	129.794	140.761	91.419	724	335.339	167.792	29.975	35.154	70.072	57.158	23.705	71.548	61.239	31.554	282.191	67.659	512	6.775	7.369	122.834	134.962	724	724	724	724	724	724	512	724	724	512	512	724	724	5.771	724	724	4.557	2.852	724	309.416	103.11	334.92359999999996	10.0	19.1	19.9	68.9	724	22.6	724	13.8	724	67.5	261.4	148.4	361.4	21.4	724	724	724	7.9	10.9	10.9	9.0	1.5	1.4	9.1	14.9	1.4
wlan-large.2.E_and	pta	modest	E	ptaqvbs	6.465	7.05	2.344	2.53	10.558	2.801	6.488	3.83	7.63	3.664	19.804	182.385	185.328	724	724	724	42.507	3.287	2.193	3.507	724	15.961	10.771	15.217	144.193	1.708	724	2.196	64.049	5.856	59.504	724	1.982	9.342	2.82	11.555	18.78	334.722	330.715	353.092	393.57	137.997	125.682	107.754	344.917	394.377	146.401	140.346	50.979	724	176.007	20.873	67.179	13.602	55.108	39.06	5.123	62.504	71.038	62.796	327.433	29.466	155.838	5.333	5.766	28.476	29.041	724	724	724	724	724	724	724	724	724	512	512	724	724	7.163	724	724	3.229	2.958	724	326.195	35.271	157.1824	9.7	16.6	22.2	78.7	724	38.3	512	23.8	724	120.5	144.5	72.4	724	39.3	724	724	724	6.9	11.0	10.6	11.2	1.7	1.6	10.9	18.3	1.6
wlan-large.2.E_or	pta	modest	E	ptaqvbs	6.666	5.781	1.95	1.969	9.78	2.194	6.451	3.676	7.54	3.725	21.013	167.669	79.72	724	724	724	48.814	3.003	2.054	3.68	724	14.518	9.674	15.336	100.379	1.889	12.826	2.14	58.418	4.828	42.522	724	1.995	9.756	2.821	10.419	15.039	320.779	380.942	470.881	366.677	116.186	106.278	115.468	321.142	356.204	141.588	137.864	43.747	724	149.986	18.904	73.422	25.977	76.98	47.709	5.315	63.93	65.821	62.832	318.833	28.639	159.219	6.395	6.556	28.178	29.84	724	724	724	724	724	724	724	724	724	512	512	724	724	6.75	724	724	3.98	2.81	724	315.224	35.072	70.2558	10.1	16.2	20.9	37.6	167.3	36.6	512	14.2	724	112.5	129.0	17.7	466.9	41.5	724	724	35.2	4.3	8.7	8.7	8.7	1	1.1	10.1	15.1	1
wlan-mec.3-0.cost_min	mdp	prism	E	mdpmec	1.567	229.885	63.374	242.448	240.44	240.837	229.181	229.064	228.855	228.77	248.573	236.865	130.581	724	724	153.133	724	724	724	724	57.891	151.929	76.589	95.001	724	724	724	724	334.211	724	236.723	236.536	237.506	276.143	261.094	262.301	261.377	18.577	19.328	724	16.893	217.919	15.399	14.287	14.508	18.806	22.097	23.549	17.483	26.784	724	39.535	68.828	69.428	68.277	74.23	73.102	85.649	240.421	229.187	230.448	78.751	9.95	70.969	248.958	12.67	250.41	724	724	724	724	724	468.181	189.621	512	724	132.459	244.914	87.303	85.602	1.904	1.834	4.9976	724	57.739	724	16.257	16.473	37.760400000000004	724	724	724	724	724	91.7	724	20.7	724	14.4	17.5	11.7	724	17.5	724	724	724	724	724	724	724	724	724	1.9	2.7	1.567
wlan-mec.3-0.time_min	mdp	prism	E	mdpmec	1.805	229.353	55.527	228.906	246.733	229.419	230.001	249.176	249.138	249.254	268.029	257.686	724	724	724	101.16	724	724	724	724	57.349	161.747	71.145	92.262	724	724	724	724	319.649	724	234.807	233.978	228.951	232.286	257.912	236.99	277.385	14.427	15.365	724	18.62	312.054	20.849	15.106	14.737	25.721	25.765	24.86	19.249	33.169	724	51.567	75.525	68.991	69.024	77.738	77.856	84.164	254.825	229.107	230.255	68.501	9.908	70.031	252.776	12.575	254.532	724	724	724	724	724	724	176.19	479.732	724	161.803	239.715	94.101	90.027	2.341	2.295	4.9636000000000005	724	42.485	724	18.447	19.71	36.516	724	724	724	724	724	101.7	724	15.7	724	17.8	16.9	11.4	724	14.9	724	724	724	724	724	724	724	724	724	2.2	2.9	1.805
wlan.5-0.cost_max	mdp	prism	E	mdpqvbs	7.791	7.321	1	1	15.83	1	9.699	1.226	11.224	1.065	164.577	724	329.066	512	724	180.629	253.286	4.342	1.41	3.832	724	8.627	3.805	4.696	724	1	724	724	91.858	4.86	110.119	724	1	3.362	1.758	3.599	11.296	4.447	3.779	4.75	4.16	3.393	3.601	3.649	4.524	4.549	4.606	4.602	25.153	4.766	4.192	4.904	1.307	1	1	1.101	1.119	1.178	1.385	1.053	3.541	1.19	10.232	1.176	1.351	10.196	10.619	724	724	724	724	724	22.772	19.989	17.429	724	16.954	21.702	724	724	6.981	14.855	25.428	4.513	3.02	15.913999999999998	4.58	3.722	8.1458	13.0	33.6	98.3	32.0	13.2	2.9	724	3.1	724	5.8	8.2	5.7	11.6	3.5	724	25.8	512	3.8	14.5	13.9	12.8	2.5	2.3	18.9	40.7	1
wlan.5-0.cost_min	mdp	prism	E	mdpqvbs	4.287	3.631	1.338	1	3.852	1	1.422	1.731	1.334	1.488	5.116	43.263	311.308	512	512	157.794	215.787	2.509	1.78	3.97	724	10.881	4.591	5.22	6.954	1	724	1.014	11.604	1	64.824	724	1	3.429	1.366	3.799	9.25	4.167	3.447	3.705	3.651	3.569	3.143	3.198	3.516	4.385	4.782	5.083	18.848	3.343	4.243	3.711	1	1	1	1.326	2.234	1.026	1	1	3.287	1.635	6.856	1.326	1.67	7.542	7.355	724	724	724	724	724	34.56	8.05	18.845	100.211	16.544	17.326	724	724	4.392	4.113	14.0114	2.53	2.509	5.4866	3.531	3.92	7.0994	8.9	19.7	12.6	10.8	17.2	3.9	724	5.1	724	7.1	7.6	4.1	10.9	3.7	724	41.6	264.6	4.0	9.0	8.5	8.9	3.1	3.2	12.1	15.8	1
wlan.5-0.num_collisions	mdp	prism	E	mdpqvbs	6.618	6.775	1	1	14.763	1	5.924	1.079	7.608	1.1	5.001	724	209.718	464.163	512	134.87	724	3.23	1.234	4.036	724	6.726	3.115	3.719	724	724	724	724	89.379	4.723	101.101	724	1	2.86	1.761	3.019	9.196	4.608	4.374	6.035	3.923	3.279	3.023	2.923	4.034	4.718	4.443	4.626	13.351	3.21	4.142	4.532	1.121	1	1	1.285	1.672	2.01	1.787	1.218	4.301	1	10.443	1	1.012	9.033	10.429	724	724	724	724	724	19.916	17.221	19.863	724	19.052	18.211	724	724	6.125	12.698	24.8626	3.297	2.989	15.6942	4.13	3.635	7.6822	13.7	18.6	31.1	18.0	12.1	3.7	114.1	3.7	724	8.5	8.8	7.1	62.4	10.3	724	27.4	349.6	3.3	12.7	12.7	16.4	2.6	2.7	23.6	19.4	1
wlan.6-0.time_max	mdp	prism	E	mdpqvbs	106.962	78.649	2.865	2.899	219.209	2.891	80.024	5.313	110.892	5.225	724	724	724	724	724	724	724	30.883	5.162	15.121	724	36.218	16.085	21.213	724	724	724	724	724	26.769	724	724	724	15.342	7.67	17.673	143.859	21.545	20.582	21.093	23.829	16.59	13.999	13.377	20.073	21.809	27.338	23.446	206.962	18.301	20.329	21.018	3.59	3.45	3.395	5.472	6.045	4.281	4.66	3.402	18.241	4.462	117.745	3.26	3.589	89.407	91.039	724	724	724	724	724	62.03	46.382	75.135	724	68.639	77.42	724	724	94.247	146.216	328.51279999999997	32.961	11.057	149.74579999999997	18.01	16.171	42.636	168.0	448.7	512	259.2	76.0	21.0	724	28.7	724	32.7	36.1	23.8	80.0	20.3	724	124.6	724	22.8	180.6	143.4	208.6	19.8	22.4	155.8	466.5	2.865
wlan.6-0.time_min	mdp	prism	E	mdpqvbs	40.588	38.003	6.481	2.995	53.873	3.091	9.021	7.567	7.933	8.178	21.554	280.639	724	724	724	724	724	9.665	6.256	13.367	724	42.076	20.005	20.592	34.259	4.307	724	4.586	159.91	4.521	512	724	3.041	15.65	4.465	15.965	70.931	13.846	16.919	17.432	17.35	15.055	13.143	14.515	15.649	20.95	23.073	22.81	32.73	16.342	17.664	18.755	2.65	2.675	2.903	6.842	7.076	2.726	3.321	3.334	15.38	7.374	45.562	7.6	7.845	41.106	39.734	724	724	724	724	724	124.274	93.789	77.817	724	95.312	73.368	724	724	34.913	72.878	166.3052	9.951	8.093	23.259800000000002	20.936	21.632	42.318	102.7	180.1	131.2	95.3	119.2	27.5	724	27.8	724	41.7	35.2	26.9	64.9	26.9	724	256.8	724	28.8	99.4	88.7	92.4	32.7	25.8	102.6	166.8	2.65
zeroconf.1000-8-false.correct_max	mdp	prism	P	mdpqvbs	2.954	2.606	3.815	3.768	3.913	3.905	2.897	4.399	2.991	6.254	724	724	12.075	52.295	48.774	9.915	14.056	724	724	12.118	724	724	724	724	724	724	724	724	724	724	5.099	512	724	132.39	5.551	512	129.804	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	6.387	4.645	5.086	5.822	4.763	5.669	724	724	724	724	724	724	724	724	724	724	724	386.068	382.096	3.09	4.351	7.4988	724	724	724	724	724	724	1	1.5	1.4	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	1	3.9	3.7	1	3.2	1.1	1.9	1
zeroconf.1000-8-false.correct_min	mdp	prism	P	mdpqvbs	1	1	1.591	1.063	1	1.246	1	1.1	1	1	724	724	10.012	44.122	42.955	14.857	9.838	20.499	20.21	8.744	52.708	8.946	8.623	52.931	724	724	724	724	724	724	5.723	724	7.693	724	10.722	724	724	512	512	724	512	724	512	512	498.253	512	512	724	395.191	16.693	512	16.988	512	395.354	16.452	497.785	16.733	512	512	512	512	6.927	5.847	6.34	6.869	6.712	6.909	724	724	724	724	724	724	724	724	724	724	724	385.309	290.558	1.396	2.677	4.337400000000001	19.857	17.556	25.994400000000002	512	324.268	512	1.8	1.3	1.2	1	310.1	331.6	724	724	724	724	724	724	512	512	724	724	724	724	2.0	2.1	1.6	2.1	2.0	3.1	2.2	1
zeroconf.20-2-false.correct_max	mdp	prism	P	mdpqvbs	1	1	1	1	1	1	1	1	1	1	724	724	1	1	1	1	1	724	724	1	4.627	1.369	1.212	6.275	724	724	724	724	724	724	1	1.808	724	1	1	2.068	1	1	1	2.834	1	9.102	1	1.008	1	1	1	1.014	1	1	1	1	1	1	1.009	1	1.002	1	1	1	1	1	1	1	1	1	1	30.308	33.108	724	724	45.884	29.422	32.138	724	724	39.779	34.163	19.319	16.733999999999998	1	1	1	724	724	724	1	2.29	1.845	1	1	1	724	1.2	1	26.4	28.8	9.2	724	4.3	5.7	1.9	1.5	409.9	203.3	3.9	4.5	1	1	1	1	1	1	1	1
zeroconf.20-8-false.correct_max	mdp	prism	P	mdpqvbs	3.341	2.85	2.597	3.075	3.809	3.541	3.356	4.25	2.891	3.565	724	724	10.705	45.904	47.696	8.44	13.251	724	724	9.983	724	724	724	724	724	724	724	724	724	724	6.324	512	724	153.23	8.849	724	174.772	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	724	4.836	5.754	6.285	5.574	6.034	5.293	724	724	724	724	724	724	724	724	724	724	724	297.991	485.557	2.674	3.535	7.385	724	724	724	724	724	724	1	1.5	1.2	1	271.5	124.8	724	724	724	724	724	724	724	724	724	724	724	724	1	3.3	2.9	1	3.2	1.1	1.8	1
zeroconf.20-8-false.correct_min	mdp	prism	P	mdpqvbs	1	1	1.139	1	3.315	1.297	1	1.187	1	1.149	724	724	8.593	36.553	35.897	10.059	11.656	7.709	7.872	7.806	51.916	7.093	7.875	51.48	724	724	724	724	724	7.924	5.605	27.245	7.94	5.201	5.966	28.323	4.617	399.572	382.139	724	418.991	724	447.39	512	324.376	414.598	459.933	724	281.434	15.253	512	16.709	426.355	326.92	18.063	425.148	14.887	403.242	444.677	439.633	433.835	7.73	6.469	6.333	7.543	5.792	7.553	724	724	724	724	724	724	724	724	724	724	724	356.582	416.829	1	2.275	3.9188	8.085	7.402	12.601600000000001	429.84	291.111	512	2.3	1.4	1.4	1	165.1	176.7	512	512	724	724	724	724	512	512	724	724	724	724	1.7	1.8	1.8	1.9	1.6	2.3	1.9	1
